Person A,Person B,Predicted Strength
2023CSB1117,2023MCB1286,1.0078599488289073
2023CSB1117,2023CSB1160,0.9884181660477683
2023CSB1117,2023CSB1153,1.0290065276771319
2023CSB1117,2023CSB1110,0.9842721088208549
2023CSB1117,2023CSB1173,0.989778265343741
2023CSB1117,2023CSB1148,0.9971930077112766
2023CSB1117,2023CSB1162,0.9904252336343754
2023CSB1117,2022CSB1157,0.9922391740875417
2023CSB1117,2023CSB1099,0.9901769293956978
2023CSB1117,2023CSB1114,0.9920006105516985
2023CSB1117,2023MCB1290,0.9911521271555416
2023CSB1117,2023CSB1134,0.988005068231685
2023CSB1117,2023CSB1115,0.9872812436549327
2023CSB1117,2023MCB1298,0.9895583599666343
2023CSB1117,2023CSB1132,0.9908575502029493
2023CSB1117,2023CSB1137,0.9901950738160323
2023CSB1117,2023CSB1125,0.9834117876194611
2023CSB1117,2023CSB1164,0.9869302389735112
2023CSB1117,2022CSB1319,1.0070266173424702
2023CSB1117,2023CSB1121,0.992221987319814
2023CSB1117,2023CSB1128,0.9911286015196953
2023CSB1117,2023CSB1155,0.9906195667350151
2023CSB1117,2022CSB1168,0.9958296685684159
2023CSB1117,2023CSB1101,0.9952178442974452
2023CSB1117,2023CSB1131,0.9831172259366211
2023CSB1117,2023MCB1311,0.9861497602762697
2023CSB1117,2023MCB1285,0.9930440062387541
2023CSB1117,2023CSB1163,0.993310936391203
2023CSB1117,2023MCB1313,0.9899505472361494
2023CSB1117,2023MCB1296,0.9900210962265865
2023CSB1117,2023CSB1169,0.9927841729197224
2023CSB1117,2023MCB1300,1.061387804895078
2023CSB1117,2022MCB1380,0.9793292637513424
2023CSB1117,2023MCB1284,0.9869328575254133
2023CSB1117,2023MCB1305,0.991847720203107
2023CSB1152,2023CSB1105,1.0017724822443732
2023CSB1152,2023MCB1307,0.9775735132027326
2023CSB1152,2023CSB1123,0.9889082386355434
2023CSB1152,2022CSB1091,0.9946358718306643
2023CSB1152,2023CSB1158,0.98998474349989
2023CSB1152,2023CSB1095,0.9905832347476756
2023CSB1152,2022MCB1337,0.9784294680805611
2023CSB1152,2023CSB1093,0.9850276002405186
2023CSB1152,2023MCB1294,0.9853065634784937
2023CSB1152,2022MCB1318,0.9804641037582198
2023CSB1152, ,0.9879758803346783
2023CSB1152,2023CSB1174,0.9608322960820994
2023CSB1152,2023CSB1133,1.0093252745615526
2023CSB1152,2023MCB1289,0.9873351902771026
2023CSB1152,2023CSB1170,0.9607525818084673
2023CSB1152,2023CSB1136,1.0016171695162477
2023CSB1152,2020MCB1225,0.9837470900591019
2023CSB1152,2023MCB1293,0.9898668444219796
2023CSB1152,2022CSB1150,0.9850466350776059
2023CSB1152,2022CSB1078,0.9864430212251458
2023CSB1152,2023MCB1299,0.9859435331432375
2023CSB1152,2023CSB1161,0.9757653837987172
2023CSB1152,2023MCB1319,0.9929211748919817
2023CSB1152,2023CSB1100,0.9942631973042133
2023CSB1152,2023CSB1130,0.9871752662433115
2023CSB1152,2023MCB1314,0.9853238041869193
2023CSB1152,2023MCB1304,0.9737547759106061
2023CSB1152,2023CSB1112,1.0107780178217094
2023CSB1152,2023CSB1154,0.9816040663118495
2023CSB1152,2023CSB1165,0.9379562223083768
2023CSB1152,2022CSB1297,0.9910533420574905
2023CSB1152,2023CSB1103,0.99943004540155
2023CSB1152,2023CSB1097,0.978443066433508
2023CSB1152,2023MCB1303,0.9910134235131443
2023CSB1152,2023MCB1287,0.9899342612471843
2023CSB1152,2023CSB1156,0.9953813573004153
2023CSB1152,2023MCB1315,0.997141205248556
2023CSB1152,2022CSB1072,1.2374253834010744
2023CSB1152,2023CSB1140,1.0049972022164793
2023CSB1152,2023CSB1150,0.9941381180794661
2023CSB1152,2023CSB1144,0.9825300977312678
2023CSB1152,2023MCB1292,0.9914087225389928
2023CSB1152,2023CSB1167,1.1869149561674457
2023CSB1152,2023MCB1288,0.9830720080828351
2023CSB1152,2023CSB1107,0.9939236329610641
2023CSB1152,2023MCB1309,0.9798749850178401
2023CSB1152,2022CSB1202,1.0073679116513523
2023CSB1152,2023CSB1096,0.9887342324151739
2023CSB1152,2023MCB1297,0.9928528926120372
2023CSB1152,2022CSB1141,1.2226876145131307
2023CSB1152,2023CSB1104,0.9832176336595122
2023CSB1152,2022MCB1254,0.9952471008586575
2023CSB1152,2023CSB1113,0.9880607778853004
2023CSB1152,2023CSB1135,0.987720755095606
2023CSB1152,2023CSB1091,0.9871611365889665
2023CSB1152,2023MCB1317,0.9834918293201962
2023CSB1152,2023CSB1127,0.9885430408112149
2023CSB1152,2022CSB1329,0.984702814225018
2023CSB1152,2023CSB1098,0.9887976352231815
2023CSB1152,2023MCB1318,0.9965024317630491
2023CSB1152,2022CSB1070,1.0811951865326215
2023CSB1152,2023CSB1102,1.0067773792758146
2023CSB1152,2021CSB1122,0.9802647166747853
2023CSB1152,2023CSB1124,0.9806690275299187
2023CSB1152,2023MCB1312,0.9902139541110069
2023CSB1152,2023CSB1168,1.2280181760043054
2023CSB1152,2021CSB1121,0.9734684838046461
2023CSB1152,2023CSB1106,0.9969688277271762
2023CSB1152,2023MCB1308,0.9926657449729092
2023CSB1152,2023MCB1310,0.9968848100834098
2023CSB1152,2023MCB1295,0.9900029326995509
2023CSB1152,2023CSB1159,0.9896831806573603
2023CSB1152,2022MCB1363,1.0325520435609874
2023CSB1152,2023CSB1120,1.0271497115254284
2023CSB1152,2023CSB1139,1.0041016315931048
2023CSB1152,2023MCB1316,0.9895869327474185
2023CSB1152,2023MCB1286,1.0246839742750842
2023CSB1152,2023CSB1153,1.0777025895059396
2023CSB1152,2023CSB1110,0.9796119723869404
2023CSB1152,2023MCB1301,1.0027032185438143
2023CSB1152,2023CSB1173,0.9880004059924554
2023CSB1152,2023CSB1099,0.9877813339478184
2023CSB1152,2023MCB1290,0.99270163413025
2023CSB1152,2023CSB1134,0.9861641208694358
2023CSB1152,2022CSB1106,0.9957435603896275
2023CSB1152,2023CSB1172,0.9898934999006898
2023CSB1152,2023CSB1115,0.9863382535674339
2023CSB1152,2023MCB1298,0.9904159741371346
2023CSB1152,2023CSB1108,0.9888393035826798
2023CSB1152,2023CSB1137,0.988324131819512
2023CSB1152,2023CSB1125,0.9898544185564788
2023CSB1152,2023CSB1164,0.9892197704096168
2023CSB1152,2022CSB1319,1.0293198780671637
2023CSB1152,2023CSB1128,0.9899829511164778
2023CSB1152,2023CSB1155,0.9952173907095161
2023CSB1152,2022CSB1168,0.9901577985988117
2023CSB1152,2023MCB1306,0.9892604954243871
2023CSB1152,2023CSB1101,0.9946511733943532
2023CSB1152,2023CSB1131,0.9892793210695913
2023CSB1152,2022CSB1136,0.9837242811904872
2023CSB1152,2023MCB1311,0.992641312364666
2023CSB1152,2023MCB1285,0.9963197215714144
2023CSB1152,2023CSB1163,0.9906966318440954
2023CSB1152,2023MCB1313,0.9907711326625339
2023CSB1152,2023CSB1143,0.9905013646917825
2023CSB1152,2023CSB1094,0.9972543008587956
2023CSB1152,2023MCB1296,0.9968289863851703
2023CSB1152,2023CSB1169,0.985418885078507
2023CSB1152,2023MCB1300,1.0832075090570676
2023CSB1152,2022MCB1380,0.9595963861073826
2023CSB1152,2023MCB1284,0.9815041197044424
2023CSB1152,2023MCB1305,0.9906846517699974
2023CSB1152,2023CSB1116,0.9910656755874864
2023CSB1166,2023CSB1117,1.0013735080113018
2023CSB1166,2023CSB1129,0.9789350252355526
2023CSB1166,2023CSB1105,0.9709601963533878
2023CSB1166,2023MCB1307,0.9822841942597785
2023CSB1166,2023CSB1123,0.9895533043048607
2023CSB1166,2022CSB1091,0.9982502854024159
2023CSB1166,2023MCB1291,0.9836206511795413
2023CSB1166,2023CSB1158,0.9913943331426247
2023CSB1166,2022MCB1337,0.990554064080468
2023CSB1166,2023CSB1093,0.9889605275896819
2023CSB1166,2023CSB1092,0.9810098360944804
2023CSB1166,2023MCB1294,0.9887687518459544
2023CSB1166,2022MCB1318,0.9719529230415402
2023CSB1166, ,0.9861634875856365
2023CSB1166,2023MCB1289,0.9934774726884326
2023CSB1166,2023MCB1302,0.9837380455196921
2023CSB1166,2023CSB1136,0.9728355003969236
2023CSB1166,2020MCB1225,0.9883606121757794
2023CSB1166,2023MCB1293,0.9932465404781273
2023CSB1166,2022CSB1150,0.999171707242882
2023CSB1166,2022CSB1078,0.9762938569929233
2023CSB1166,2023CSB1141,0.9880770540208045
2023CSB1166,2023CSB1161,0.9665826064552473
2023CSB1166,2023MCB1319,0.9810066038200353
2023CSB1166,2023CSB1100,0.9878536745432539
2023CSB1166,2023CSB1130,0.9989224422655505
2023CSB1166,2023MCB1314,0.98399014004424
2023CSB1166,2023MCB1304,0.9904611345779595
2023CSB1166,2023CSB1112,0.9881935093818738
2023CSB1166,2023CSB1154,0.9749939594903677
2023CSB1166,2023CSB1165,0.916262392474391
2023CSB1166,2022CSB1297,1.0010233508333386
2023CSB1166,2023CSB1103,0.9847160920668959
2023CSB1166,2023CSB1097,0.9832750673264947
2023CSB1166,2023MCB1303,0.9895488103854121
2023CSB1166,2023MCB1287,0.9857844250068449
2023CSB1166,2023CSB1156,1.0220696811928363
2023CSB1166,2023MCB1315,0.9915918056460322
2023CSB1166,2022CSB1072,1.287576487229502
2023CSB1166,2023CSB1140,1.034346777907816
2023CSB1166,2023CSB1150,1.000251916404835
2023CSB1166,2023MCB1292,0.9894568560184507
2023CSB1166,2023CSB1167,1.2122051652833006
2023CSB1166,2023MCB1288,0.9866919030294853
2023CSB1166,2023MCB1309,0.9853789337346824
2023CSB1166,2022CSB1202,0.980049270189203
2023CSB1166,2023MCB1297,0.996482742227912
2023CSB1166,2023CSB1142,1.0142704756472385
2023CSB1166,2022CSB1141,1.2509779602020856
2023CSB1166,2023CSB1104,0.9708608303131984
2023CSB1166,2022MCB1254,0.9971785818337638
2023CSB1166,2023CSB1113,0.9869298475239808
2023CSB1166,2023CSB1135,0.9894085716875092
2023CSB1166,2023CSB1091,0.9894514174626523
2023CSB1166,2023MCB1317,0.985147118645162
2023CSB1166,2023CSB1127,0.9790283217859729
2023CSB1166,2022CSB1329,0.959946146200726
2023CSB1166,2023MCB1318,0.9839644160719786
2023CSB1166,2022CSB1070,1.090662785988179
2023CSB1166,2023CSB1147,0.9898603474648174
2023CSB1166,2023CSB1102,0.9888629825677897
2023CSB1166,2021CSB1122,0.9864492881227391
2023CSB1166,2023CSB1124,1.0203841562131264
2023CSB1166,2023MCB1312,0.9971345523720058
2023CSB1166,2023CSB1168,1.2532408621427424
2023CSB1166,2021CSB1121,0.9750430845212972
2023CSB1166,2023CSB1146,0.9926052476310465
2023CSB1166,2023CSB1106,0.9725154960315308
2023CSB1166,2023CSB1119,0.9780216216089344
2023CSB1166,2023MCB1308,0.9948723607604686
2023CSB1166,2023CSB1149,0.9859239643774115
2023CSB1166,2023MCB1310,1.0004454369253042
2023CSB1166,2023MCB1295,0.9760461636943473
2023CSB1166,2023CSB1171,1.0029583389774441
2023CSB1166,2022MCB1363,1.0030267252392828
2023CSB1166,2023CSB1120,0.9949151913000229
2023CSB1166,2023CSB1139,0.9921601079355963
2023CSB1166,2023MCB1316,0.988728991870222
2023CSB1166,2023MCB1286,1.006543829158393
2023CSB1166,2023CSB1153,1.0448330903523495
2023CSB1166,2023MCB1301,0.9850084647621455
2023CSB1166,2023CSB1173,0.9909229428866012
2023CSB1166,2022CSB1002,0.9996474747488636
2023CSB1166,2023CSB1148,1.0064266771820263
2023CSB1166,2023CSB1162,0.9857321016141903
2023CSB1166,2022CSB1157,0.9828798183932744
2023CSB1166,2023CSB1114,0.9937981081089746
2023CSB1166,2023CSB1134,0.9892897017074874
2023CSB1166,2022CSB1106,0.9739314632990408
2023CSB1166,2023CSB1172,0.9846971392645453
2023CSB1166,2023CSB1115,0.9856725135734208
2023CSB1166,2023MCB1298,0.9875306990247347
2023CSB1166,2023CSB1108,0.9659157912073288
2023CSB1166,2023CSB1132,0.9826613851841522
2023CSB1166,2023CSB1137,0.9837678161779392
2023CSB1166,2023CSB1125,0.9605215782820404
2023CSB1166,2022CSB1319,1.0103529732086722
2023CSB1166,2023CSB1121,1.0014180724633792
2023CSB1166,2023CSB1128,0.9867673344255029
2023CSB1166,2023CSB1155,0.9778957938343624
2023CSB1166,2022CSB1168,0.9956792128214752
2023CSB1166,2023MCB1306,0.991760406558767
2023CSB1166,2023CSB1122,0.9614347070092222
2023CSB1166,2023CSB1131,0.9357295620334756
2023CSB1166,2022CSB1136,0.9856485402723233
2023CSB1166,2023MCB1285,0.9877232664410059
2023CSB1166,2023CSB1163,0.9916223645298037
2023CSB1166,2023MCB1313,0.9802867012619879
2023CSB1166,2023CSB1094,0.9832808064013212
2023CSB1166,2023MCB1296,0.9821355984624199
2023CSB1166,2023CSB1169,1.0079074742646739
2023CSB1166,2023MCB1300,1.1058408692664057
2023CSB1166,2022MCB1380,0.968248765216371
2023CSB1166,2023MCB1305,0.9943720316510045
2023CSB1166,2023CSB1116,0.9916572253967906
2023CSB1129,2023CSB1117,0.9923595635248044
2023CSB1129,2023CSB1166,0.9954308379416711
2023CSB1129,2023CSB1105,0.9510810046188968
2023CSB1129,2023CSB1126,0.980394905058779
2023CSB1129,2023MCB1307,0.9894171092884356
2023CSB1129,2023CSB1123,0.9919947046300257
2023CSB1129,2023CSB1109,0.9843103625283377
2023CSB1129,2022CSB1091,0.9415349665422853
2023CSB1129,2023MCB1291,0.9816574304609852
2023CSB1129,2023CSB1095,0.9800252962687541
2023CSB1129,2022MCB1337,0.9607868455665424
2023CSB1129,2023CSB1093,1.0052130973604951
2023CSB1129,2023CSB1092,0.975826112409908
2023CSB1129,2023MCB1294,0.9855886013983197
2023CSB1129,2022MCB1318,0.9578321037886686
2023CSB1129,2023CSB1174,0.9919994808196368
2023CSB1129,2023CSB1133,0.9924044212429508
2023CSB1129,2023MCB1289,0.9985501499581987
2023CSB1129,2023CSB1170,1.004531484350669
2023CSB1129,2023MCB1302,0.9850631661063218
2023CSB1129,2023CSB1136,0.9437163958510862
2023CSB1129,2020MCB1225,1.0106488313756272
2023CSB1129,2023MCB1293,0.9898422153156295
2023CSB1129,2022CSB1150,1.0016672088526335
2023CSB1129,2022CSB1078,0.9820065230540355
2023CSB1129,2023CSB1141,0.9715587231395549
2023CSB1129,2023CSB1161,0.9788841069704741
2023CSB1129,2023MCB1319,0.9871730794448953
2023CSB1129,2023CSB1100,0.9873870923134502
2023CSB1129,2023CSB1130,1.0001734492416587
2023CSB1129,2023MCB1304,0.9568690697108166
2023CSB1129,2023CSB1112,0.9616443343345334
2023CSB1129,2023CSB1154,0.9927689421541896
2023CSB1129,2023CSB1165,0.957945907767199
2023CSB1129,2022CSB1297,0.9949721436904265
2023CSB1129,2023CSB1103,0.9827039647954064
2023CSB1129,2023CSB1097,0.97158677582952
2023CSB1129,2023MCB1303,0.9905845885915621
2023CSB1129,2023CSB1151,0.9912170035348277
2023CSB1129,2023MCB1287,0.98076430953634
2023CSB1129,2023CSB1156,0.9852362713964157
2023CSB1129,2023MCB1315,0.985547249211035
2023CSB1129,2022CSB1072,1.205455526858147
2023CSB1129,2023CSB1140,1.0345966419176784
2023CSB1129,2023CSB1150,1.010435436918096
2023CSB1129,2023CSB1144,0.9738513516119485
2023CSB1129,2023CSB1167,1.1372335063910464
2023CSB1129,2023MCB1288,0.9885964543460622
2023CSB1129,2023CSB1107,0.9633339843256923
2023CSB1129,2023MCB1309,0.9748568766879293
2023CSB1129,2022CSB1202,1.0005520308478904
2023CSB1129,2023CSB1096,1.001597585826387
2023CSB1129,2023MCB1297,1.000442984961858
2023CSB1129,2023CSB1142,0.9709643225035142
2023CSB1129,2022CSB1141,1.2198937887384744
2023CSB1129,2023CSB1104,0.9633115175904514
2023CSB1129,2023CSB1111,1.0038197287687294
2023CSB1129,2022MCB1254,0.9819247050230592
2023CSB1129,2023CSB1113,0.9914005736244549
2023CSB1129,2023CSB1135,0.9493605214478757
2023CSB1129,2023CSB1091,0.9895972140937536
2023CSB1129,2023MCB1317,0.9890406005274648
2023CSB1129,2023CSB1145,0.9937403776891821
2023CSB1129,2022CSB1329,0.957561769720349
2023CSB1129,2023CSB1098,0.9663074083232096
2023CSB1129,2022CSB1070,1.1503331961147314
2023CSB1129,2023CSB1147,1.0364208012944538
2023CSB1129,2022CSB1314,0.982927478810429
2023CSB1129,2023CSB1102,0.9638993184870998
2023CSB1129,2023CSB1124,0.9779961870038604
2023CSB1129,2023MCB1312,0.9853071748696955
2023CSB1129,2023CSB1168,1.1425708706579165
2023CSB1129,2023CSB1146,0.9992114099786856
2023CSB1129,2023CSB1106,0.97274235792981
2023CSB1129,2023CSB1119,0.9634197226411884
2023CSB1129,2023MCB1308,0.991141043934716
2023CSB1129,2023CSB1149,0.9827934955164971
2023CSB1129,2023MCB1310,0.9974067111869449
2023CSB1129,2023MCB1295,0.9874796042452598
2023CSB1129,2023CSB1159,0.9992295048382251
2023CSB1129,2023CSB1171,0.9906756905940831
2023CSB1129,2022MCB1363,0.9685206698298713
2023CSB1129,2023CSB1120,1.0065417834508452
2023CSB1129,2023CSB1139,0.9851325712459131
2023CSB1129,2023MCB1316,0.9926666449450859
2023CSB1129,2023MCB1286,1.007824094530797
2023CSB1129,2023CSB1160,0.9611551399699071
2023CSB1129,2023CSB1153,1.0047715329597326
2023CSB1129,2023MCB1301,0.9653158042816823
2023CSB1129,2023CSB1173,0.9902812782291387
2023CSB1129,2022CSB1002,0.9943087894557979
2023CSB1129,2023CSB1148,1.0126297502728934
2023CSB1129,2023CSB1162,0.9901900809032762
2023CSB1129,2022CSB1157,0.9770904702431524
2023CSB1129,2023CSB1099,0.9860775557532163
2023CSB1129,2023CSB1114,0.9938894146068702
2023CSB1129,2023CSB1134,0.9831566493759596
2023CSB1129,2022CSB1106,0.9681094740675935
2023CSB1129,2023CSB1172,0.9812378095348603
2023CSB1129,2023CSB1115,1.0101716529371136
2023CSB1129,2023MCB1298,0.9847694236724835
2023CSB1129,2023CSB1108,0.9690524436156261
2023CSB1129,2023CSB1132,0.9749259510905608
2023CSB1129,2023CSB1125,0.9541451132147712
2023CSB1129,2023CSB1164,0.9669299789737033
2023CSB1129,2022CSB1319,0.9695407496612063
2023CSB1129,2023CSB1121,1.005233376283609
2023CSB1129,2023CSB1118,0.9880766907876998
2023CSB1129,2023CSB1155,0.9777361582498131
2023CSB1129,2022CSB1168,0.9730971047046798
2023CSB1129,2023MCB1306,0.9942315398597309
2023CSB1129,2023CSB1122,0.977055346066217
2023CSB1129,2023CSB1101,0.977889981393491
2023CSB1129,2022CSB1136,0.9868347684134147
2023CSB1129,2023MCB1311,0.9815841044290394
2023CSB1129,2023MCB1285,1.0014894655870257
2023CSB1129,2023CSB1163,0.9994826805868098
2023CSB1129,2023MCB1313,0.9536268246829842
2023CSB1129,2023CSB1143,1.005504944672974
2023CSB1129,2023CSB1094,0.9719867676244207
2023CSB1129,2023MCB1296,0.9998345202362207
2023CSB1129,2023CSB1169,1.0209473453362927
2023CSB1129,2022MCB1380,1.0116553091832639
2023CSB1129,2023MCB1284,0.9865191155119748
2023CSB1129,2023MCB1305,0.9968223366222076
2023CSB1105,2023CSB1117,0.9897697831434935
2023CSB1105,2023CSB1152,0.9736362968408042
2023CSB1105,2023CSB1166,0.997303534253745
2023CSB1105,2023CSB1129,0.9636267490826772
2023CSB1105,2023CSB1126,0.9915968420543576
2023CSB1105,2023MCB1307,1.0031257148431474
2023CSB1105,2023CSB1123,1.0079207377317012
2023CSB1105,2023CSB1109,0.979491164352934
2023CSB1105,2022CSB1091,0.9841746221605417
2023CSB1105,2023MCB1291,1.0049730135906072
2023CSB1105,2023CSB1158,0.9762596912849482
2023CSB1105,2023CSB1095,1.0109114249250473
2023CSB1105,2022MCB1337,1.0478048769862465
2023CSB1105,2023CSB1093,1.0261789274969966
2023CSB1105,2023CSB1092,0.9967152256015185
2023CSB1105,2023MCB1294,0.9844593302185601
2023CSB1105,2022MCB1318,0.9944687055436727
2023CSB1105,2023CSB1174,0.9816252523636229
2023CSB1105,2023CSB1133,0.9647252675933087
2023CSB1105,2023MCB1289,1.0114718031811505
2023CSB1105,2023CSB1170,0.9842641161105349
2023CSB1105,2023MCB1302,0.9811430289018559
2023CSB1105,2020MCB1225,0.9678226762096361
2023CSB1105,2023MCB1293,0.9967445627452376
2023CSB1105,2022CSB1150,1.0424731753405536
2023CSB1105,2022CSB1078,1.0074550092905352
2023CSB1105,2023CSB1141,0.9863545603765427
2023CSB1105,2023MCB1299,0.9851495291961014
2023CSB1105,2023CSB1161,1.0001345726417068
2023CSB1105,2023MCB1319,0.9885489863123494
2023CSB1105,2023CSB1138,1.024488186147185
2023CSB1105,2023CSB1100,1.006545347417862
2023CSB1105,2023CSB1130,0.9923135616353386
2023CSB1105,2023MCB1314,0.9930087083398752
2023CSB1105,2023MCB1304,1.000268953877894
2023CSB1105,2023CSB1112,0.9361631137032824
2023CSB1105,2023CSB1154,0.9833436145196065
2023CSB1105,2023CSB1165,1.0131754748576383
2023CSB1105,2022CSB1297,0.9641738633935354
2023CSB1105,2023CSB1103,0.9728203459481577
2023CSB1105,2023MCB1303,0.9955409988280275
2023CSB1105,2023CSB1151,0.9676095467715251
2023CSB1105,2023MCB1287,0.9892283388229235
2023CSB1105,2023CSB1156,0.9718894612581171
2023CSB1105,2023MCB1315,0.9854603744361486
2023CSB1105,2022CSB1072,1.1872475981931083
2023CSB1105,2023CSB1144,1.0123471152254684
2023CSB1105,2023MCB1292,0.9736702995506911
2023CSB1105,2023CSB1167,1.2315685952013915
2023CSB1105,2023MCB1288,1.006430055511819
2023CSB1105,2023CSB1107,0.9905475149544735
2023CSB1105,2023MCB1309,0.9843590917669313
2023CSB1105,2022CSB1202,0.9976413983980837
2023CSB1105,2023CSB1096,0.994936235577988
2023CSB1105,2023MCB1297,1.004605640440214
2023CSB1105,2023CSB1142,1.0004278182719668
2023CSB1105,2022CSB1141,1.1510204564077386
2023CSB1105,2023CSB1111,0.9973233627443326
2023CSB1105,2022MCB1254,0.9889379050326237
2023CSB1105,2023CSB1113,0.9868123783953876
2023CSB1105,2023CSB1135,0.9569143467822118
2023CSB1105,2023MCB1317,0.995596901225777
2023CSB1105,2023CSB1145,0.9848984323922821
2023CSB1105,2023CSB1127,1.0152874406396009
2023CSB1105,2022CSB1329,1.004453316067064
2023CSB1105,2023CSB1098,0.9887647946309894
2023CSB1105,2023MCB1318,1.0375350712350042
2023CSB1105,2022CSB1070,0.9757108432835755
2023CSB1105,2023CSB1147,0.9862162918904828
2023CSB1105,2022CSB1314,1.0284573193351396
2023CSB1105,2021CSB1122,1.0029392629784564
2023CSB1105,2023CSB1124,1.0155938991373077
2023CSB1105,2023MCB1312,1.0102232020596318
2023CSB1105,2023CSB1168,1.117098082846346
2023CSB1105,2021CSB1121,0.9633971299599187
2023CSB1105,2023CSB1146,1.004089108493197
2023CSB1105,2023MCB1308,0.9794106803613926
2023CSB1105,2023CSB1149,0.998910317802015
2023CSB1105,2023MCB1310,0.9866809984845665
2023CSB1105,2023MCB1295,0.977755382474432
2023CSB1105,2023CSB1159,0.9871661624295257
2023CSB1105,2023CSB1171,1.0269237568378666
2023CSB1105,2022MCB1363,1.0588764236258092
2023CSB1105,2023CSB1120,0.9958006369881404
2023CSB1105,2023CSB1139,0.9839807699981514
2023CSB1105,2023MCB1286,0.9360314987182059
2023CSB1105,2023CSB1160,0.9732428494036174
2023CSB1105,2023CSB1153,0.9649619080331034
2023CSB1105,2023CSB1110,0.9894470018877863
2023CSB1105,2023MCB1301,0.9821042611664382
2023CSB1105,2023CSB1173,0.9845267271317845
2023CSB1105,2022CSB1002,1.0106138493106795
2023CSB1105,2023CSB1148,1.0027882973081665
2023CSB1105,2022CSB1157,0.9956827009340794
2023CSB1105,2023CSB1099,0.9938998808310227
2023CSB1105,2023CSB1114,1.0155719231000493
